CC Num,SiteID,AUNum,Stream Class,Date,Waterbody,Watertype,Water_Class,Location,Link,Latitude,Longitude,County,Basin,Subbasin,Huc_8Digit,EcoRegion,Sample Type,Drainage,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Channel Modification,Instream Habitat,Substrate,Pools,Riffles,LBank,RBank,Shade,LRiparian,RRiparian,Total Score
9527,CB119,11-69-3,,4/18/05,LAMBERT FK,Fork,,SR 1305,9527,35.98361111,-81.295,Alexander,CTB,32,3050101,MT,Qual 4,1.8,13.9,29,7.1,10,5,15,15,6,16,5,7,7,0,5,81
9528,EB273,5-2a,,11/29/04,W FK PIGEON R,River,,SR 1216,9528,35.39611111,-82.93805556,Haywood,FRB,5,6010106,MT,Full Scale,27.5,7,12,6.7,11.2,5,18,15,2,16,6,6,5,5,3,81
9529,EB135,6-76-5b,,11/29/04,S HOMINY CR,Creek,,NC 151,9529,35.53444444,-82.69222222,Buncombe,FRB,2,6010105,MT,EPT,38.4,9.3,32,7,9.5,5,14,11,0,14,2,3,7,2,2,60
9530,EB145,6-78d,,11/29/04,SWANNANOA R,River,,US 25,9530,35.56833333,-82.545,Buncombe,FRB,2,6010105,MT,Full Scale,130,9.4,46,7.1,9.6,4,13,8,0,16,3,3,2,0,0,49
9531,EB137,6-92-(9),,11/30/04,SANDYMUSH CR,Creek,,SR 1114,9531,35.73472222,-82.69555556,Madison,FRB,2,6010105,MT,EPT,45.6,8,77,6.4,11.2,5,15,10,0,16,7,5,7,5,4,74
9532,EB274,7/2/48,,11/30/04,BIG CRABTREE CR,Creek,,US 19 E,9532,35.9025,-82.1475,Mitchell,FRB,6,6010108,MT,EPT,17,8,29,5.6,11,5,16,8,4,15,7,7,8,4,4,78
9533,EB294,7-2-52-(1),,12/1/04,S TOE R,River,,SR 1167,9533,35.83111111,-82.18444444,Yancey,FRB,6,6010108,MT,Full Scale,43.3,7.8,14,5.1,10.5,5,18,12,0,14,7,7,2,2,4,71
9534,LB5,15-Aug,,12/1/04,COVE CR,Creek,,SR 1149,9534,36.25416667,-81.79027778,Watauga,WAT,1,6010103,MT,EPT,24.31432112,8,91,5.9,9.6,4,12,6,4,12,3,5,5,2,3,56
9535,LB12,8-(1)b,,12/2/04,WATAUGA R,River,,SR 1121,9535,36.23833333,-81.82277778,Watauga,WAT,1,6010103,MT,Full Scale,92,4,57,5.4,9.8,5,16,8,0,14,3,2,2,3,4,57
9536,JB130,27-101-21,,3/3/05,BEAVERDAM CR,Creek,,SR 1002,9536,35.0675,-77.27694444,Jones,NEU,11,3020204,Criteria not developed,Swamp,5.93,8.5,42,6.8,11.5,15,13,7,5,0,10,10,9,5,5,79
9538,DB12,25-4-8a,,2/7/05,POTECASI CR,Creek,,SR 1504,9538,36.39194444,-77.30888889,Northampton,CHO,2,3010204,SWP B,Swamp,31.8,5.8,53,6.1,9.5,15,15,5,10,0,10,10,9,5,5,84
9539,DB13,25-4-8-4,,2/7/05,URAHAW SWP,Swamp,,NC 35,9539,36.34138889,-77.21888889,Northampton,CHO,2,3010204,SWP B,Swamp,54.9,10.1,58,6.5,11.4,15,10,5,5,0,10,10,10,0,5,70
9540,DB10,25-4-4,,2/7/05,KIRBYS CR,Creek,,SR 1362,9540,36.47083333,-77.14333333,Northampton,CHO,2,3010204,SWP A,Swamp,61.5,7.5,92,6.4,11.3,15,15,4,7,0,10,10,10,5,2,78
9541,DB9,25-4-8-8,,2/8/05,CUTAWHISKIE CR,Creek,,SR 1141,9541,36.32583333,-77.08805556,Hertford,CHO,2,3010204,SWP,Swamp,36.4,6.7,80,6.2,9.75,10,10,4,4,0,9,0,5,4,0,46
9542,DB6,25-12-7,,2/8/05,COLE CR,Creek,,US 158,9542,36.4405555,-76.776389,Gates,CHO,1,3010203,SWP B,Swamp,32.1,9.1,98,6.4,11.3,10,15,4,0,0,10,10,8,5,5,67
9543,DB2,25-17,,2/9/05,BENNETTS CR,Creek,,SR 1400,9543,36.43111111,-76.69972222,Gates,CHO,1,3010203,SWP B,Swamp,83,7.4,103,6.3,10.3,10,15,10,4,0,10,10,7,5,2,73
9544,DB1,25-14-1b,,2/9/05,AHOSKIE CR,Creek,,NC 42,9544,36.24444444,-76.94722222,Hertford,CHO,1,3010203,SWP B,Swamp,135.1,10.7,9,6.2,9.3,7,7,7,4,0,7,0,2,4,2,40
9545,DB15,25-24-1,,2/10/05,EASTMOST SWP,Swamp,,SR 1361,9545,36.059405,-76.771208,Bertie,CHO,4,3010203,SWP B,Swamp,13.3,10.6,106,6.8,8.3,13,13,7,8,0,10,10,5,5,5,76
9546,DB3,25-14-3,,2/10/05,CHINKAPIN SWP,Swamp,,SR 1432,9546,36.25305556,-76.84944444,Hertford,CHO,1,3010203,SWP B,Swamp,50,11.7,114,6.7,8.5,15,15,7,8,0,10,10,10,5,5,85
9547,DB7,25-14-1-6,,2/10/05,STONY CR,Creek,,SR 1235,9547,36.22638889,-76.96861111,Bertie,CHO,1,3010203,SWP B,Swamp,59.8,12.4,71,6.2,7.4,15,15,4,8,0,10,10,7,2,5,76
9548,MB9,30-9-4,,2/21/05,MAIN CAN,,,SR 1180,9548,35.84888889,-76.56138889,Washington,PAS,53,3010205,Criteria not developed,Swamp,2.56,13.5,205,6.5,4.5,5,2,1,0,0,7,2,2,0,0,19
9549,MB6,30-8-1,,2/21/05,BURNT MILL CR,Creek,,NC 37,9549,36.09611111,-76.53472222,Chowan,PAS,52,3010205,SWP C,Swamp,4.9,12.4,277,7,12.9,7,10,7,6,0,4,8,7,2,2,53
9550,MB8,30-6-(1)a1,,2/22/05,PERQUIMANS R,River,,NC 37,9550,36.26833333,-76.54555556,Perquimans,PAS,52,3010205,SWP C,Swamp,80.1,8.8,185,6.39,9.3,10,10,1,4,0,10,10,7,5,5,62
9551,MB2,30-3-1.5,,2/22/05,NEWLAND DRAINAGE CAN,,,SR 1363,9551,36.41888889,-76.39916667,Pasquotank,PAS,50,3010205,SWP C,Swamp,5.1,10.4,56,4.8,7.37,5,10,5,4,0,8,8,2,4,4,50
9552,JB119,27-97-5.3,,2/8/05,PALMETTO SWP,Swamp,,NC 43,9552,35.33666667,-77.17444444,Craven,NEU,9,3020202,SWP B,Swamp,24.6,8.2,120,6.9,12,14,13,7,4,0,10,9,9,5,5,76
9553,JB115,27-90-3,,2/8/05,FLAT SWP,Swamp,,NC 55,9553,35.27722222,-77.30416667,Craven,NEU,8,3020202,SWP P,Swamp,10,7.9,136,6.9,10.8,13,13,6,3,0,9,9,7,5,4,69
9554,JB118,27-97-5-3,,2/8/05,CREEPING SWP,Swamp,,NC 102,9554,35.42888889,-77.18972222,Pitt,NEU,9,3020202,SWP B,Swamp,11.2,8.1,60,5.5,8.6,14,12,7,3,0,10,10,8,5,5,74
9555,JB72,27-52-6a,,2/8/05,HANNAH CR,Creek,,SR 1159,9555,35.40277778,-78.45972222,Johnston,NEU,4,3020201,SWP A,Swamp,30.5,11.4,89,6.5,12.6,13,13,8,3,0,10,10,8,5,2,72
6887,JB47,27-25-(2),,7/25/95,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,6887,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,27,110,7,6.9,,,,,,,,,,,
7232,JB47,27-25-(2),,12/9/96,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,7232,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,6,66,0,0,,,,,,,,,,,
8141,JB47,27-25-(2),,7/6/00,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,8141,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,25,150,7.2,8.2,3,11,3,4,5,5,5,10,5,5,56
9375,JB47,27-25-(2),,5/10/04,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,9375,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,Full Scale,11.3,22,148,6.6,7.1,5,12,3,4,1,4,5,10,4,4,52
9564,MB4,30-3-(1),,2/22/05,PASQUOTANK R,River,,SR 1361,9564,36.43083333,-76.3675,Pasquotank,PAS,50,3010205,SWP C,Swamp,30,10.2,88,4.3,6.9,15,18,1,4,0,10,10,10,4,5,77
9565,MB7,30-5-(1)a,,2/23/05,LITTLE R,River,,SR 1221,9565,36.26833333,-76.37833333,Perquimans,PAS,52,3010205,SWP C,Swamp,33.9,8.7,243,7.1,10.6,15,15,3,6,0,10,10,10,2,5,76
9566,MB1,30-3-13-(1),,2/23/05,ARENEUSE CR,Creek,,NC 343,9566,36.3,-76.11527778,Camden,PAS,50,3010205,SWP C,Swamp,5.4,11.1,399,6.77,8.22,15,13,4,6,0,10,10,8,5,5,76
9567,MB11,30-1-2-2-5-1-1,,2/24/05,UT COWELLS CR,Creek,,NC 34,9567,36.4375,-76.08277778,Currituck,PAS,54,3010205,SWP C,Swamp,0.4,6.6,239,7.1,8.6,15,13,5,6,0,10,10,8,5,5,77
9568,JB128,27-106-(1),,3/21/05,UPPER BROAD CR,Creek,,SR 1612,9568,35.18027778,-76.96805556,Craven,NEU,10,3020204,SWP B,Swamp,10.8,12.9,52,5.3,7.4,15,18,3,4,0,10,10,10,5,5,80
9569,JB125,27-106-3,,3/21/05,MILL SWP,Swamp,,SR 1611,9569,35.16111111,-76.99222222,Craven,NEU,10,3020204,SWP B,Swamp,10.4,16.5,72,6.3,8.95,15,18,3,4,0,10,10,7,5,5,77
9570,JB122,27-111-2,,3/21/05,CEDAR GUT,,,SR 1005,9570,35.03611111,-76.85666667,Pamlico,NEU,10,3020204,SWP B,Swamp,1.6,13.1,68,4.7,6.4,15,18,10,1,0,10,10,10,5,5,84
9571,JB123,27-112-2,,3/22/05,E PR SLOCUM CR,Creek,,GREY FOX RD,9571,34.8675,-76.90722222,Craven,NEU,10,3020204,Criteria not developed,Swamp,5,10.8,59,5.6,6.7,15,15,5,10,0,9,9,7,4,5,79
9572,JB126,27-112-1,,2/22/05,SW PR SLOCUM CR,Creek,,SR 1746,9572,34.88555556,-76.93194444,Craven,NEU,10,3020204,SWP P,Swamp,16.9,11.9,68,6.2,7.2,13,13,12,4,0,9,9,9,5,5,79
9573,JB19,27-106-(1),,2/22/05,UPPER BROAD CR,Creek,,NC 55,9573,35.13861111,-76.97888889,Craven,NEU,10,3020204,SWP B,Swamp,35.9,13,65,6.1,7,15,13,7,4,0,10,10,9,5,5,78
9574,JB135,27-101-5,,2/23/05,TUCKAHOE SWP,Swamp,,SR 1142,9574,35.03194444,-77.57944444,Jones,NEU,11,3020204,Criteria not developed,Swamp,54.3,13.4,110,7,10.1,15,13,9,4,0,9,10,9,5,4,78
9575,JB134,27-101-(1),,2/23/05,TRENT R,River,,SR 1153,9575,35.06805556,-77.59027778,Jones,NEU,11,3020204,Criteria not developed,Swamp,27.2,14.8,110,6.5,8.3,14,12,6,4,0,9,9,9,5,5,73
9204,BB376,17-43-(8)b1,,7/22/03,ROCKY R,River,Riverine,SR 2170,9204,35.69916667,-79.37638889,Chatham,CPF,12,3030003,P,Full Scale,95.3,27,201,7.3,6,4,15,14,6,14,7,7,2,5,4,78
9577,JB131,27-101-33,,3/10/05,ISLAND CR,Creek,,SR 1004,9577,35.02666667,-77.13555556,Jones,NEU,11,3020204,SWP P,Swamp,8.9,11.2,99,6.5,8.5,11,18,7,4,0,10,10,9,5,5,79
9732,JB47,27-25-(2),,8/24/05,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,9732,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,25.6,124,6.9,7.4,5,14,3,4,6,6,6,10,4,4,62
11024,JB47,27-25-(2),,7/14/10,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,24.8,105,6.5,10.2,5,16,8,5,5,5,6,10,5,5,70
9580,JB132,27-101-17,,3/3/05,MUSSELSHELL CR,Creek,,SR 1320,9580,35.10722222,-77.33,Jones,NEU,11,3020204,Criteria not developed,Swamp,8.77,9.6,89,6.8,10.6,5,7,5,3,0,4,2,0,3,0,29
9581,JB129,27-123-2-1,,3/22/05,UT W PR CLUBFOOT CR,Creek,,NC 101,9581,34.86611111,-76.78944444,Craven,NEU,10,3020204,Criteria not developed,Swamp,3.1,13.5,56,6.3,4.61,15,18,4,8,0,10,10,10,5,5,85
9582,JB124,27-125-2,,3/23/05,FORK RUN,River,,SR 1005,9582,35.035,-76.80527778,Pamlico,NEU,10,3020204,Criteria not developed,Swamp,5.2,15.1,116,6.1,7.2,5,8,1,2,0,9,9,8,5,5,52
11959,JB47,,,8/25/15,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,26.8,137,7.1,6.7,4,6,3,3,5,7,5,7,4,4,48
12626,JB47,,,7/21/20,PERRY CR,Creek,Freshwater Forested/Shrub Wetland,SR 2006,,35.87972222,-78.54805556,Wake,NEU,2,3020201,P,EPT,11.3,27.6,134,6.6,6.3,4,9,6,4,3,4,5,10,3,4,52
3335,CB196,11-129-5-7,,9/11/84,PINCH GUT CR,Creek,Riverine,SR 2007,3335,35.58611111,-81.22555556,Catawba,CTB,35,3050102,P,Full Scale,24.1808,0,0,0,0,,,,,,,,,,,
9586,CB128,11-69-3-1,,4/18/05,POPLAR CR,Creek,,SR 1305,9586,35.98694444,-81.28055556,Alexander,CTB,32,3050101,MT,Qual 4,1.2,14.9,27,6.8,9.4,5,16,14,0,14,7,7,10,5,5,83
9587,CB131,11-69-1.5,,4/18/05,UT LWR LITTLE R,River,,SR 1307,9587,36.00055556,-81.26111111,Alexander,CTB,32,3050101,MT,Qual 4,1.18,16.6,22,6.6,8.8,5,15,12,4,15,5,6,10,4,2,78
9588,QB10,12-(1)ut21,,4/18/05,DONAHUE CR,Creek,,NC 268,9588,36.04916667,-81.45472222,Caldwell,YAD,1,3040101,MT,Qual 4,1.7,16.5,19,6.83,8.8,5,15,12,4,16,7,7,10,5,5,86
9589,CB174,11-129-1-13-1,,4/19/05,GARRISON CR,Creek,,NC 18,9589,35.68722222,-81.60083333,Burke,CTB,35,3050102,MT,Qual 4,1.4,11,18,6.8,9.7,5,19,13,4,16,7,7,7,3,5,86
9590,CB29,11/24/03,,4/19/05,LAUREL BR,Branch,,US 221,9590,35.88888889,-81.93611111,McDowell,CTB,30,3050101,MT,Qual 4,1,11.2,9,7.03,9.16,4,19,15,10,7,5,5,6,5,5,81
9591,CB46,11/24/10,,4/19/05,PEPPER CR,Creek,,SR 1586,9591,35.87027778,-82.01055556,McDowell,CTB,30,3050101,MT,Qual 4,1,14.8,60,7.2,9.2,5,18,12,5,16,6,3,7,5,0,77
9592,CB50,11-24-14-6,,4/20/05,ROSES CR,Creek,,SR 1443,9592,35.80305556,-82.09638889,McDowell,CTB,30,3050101,MT,Qual 4,1.8,12,22,7.2,9.3,4,17,14,5,16,6,7,10,1,5,85
9593,CB18,11-24-14-3,,4/20/05,COW CR,Creek,,SR 1443,9593,35.79666667,-82.12166667,McDowell,CTB,30,3050101,MT,Qual 4,1.22,12.8,27,7.3,9.1,5,18,15,10,16,7,7,10,5,5,98
9594,CB4,11-24-14-2,,4/20/05,BEE ROCK CR,Creek,,SR 1443,9594,35.79416667,-82.12833333,McDowell,CTB,30,3050101,MT,Qual 4,1.6,12.8,23,6.9,9.5,5,17,15,6,16,6,6,10,5,3,89
9595,CB3,11-24-14-10-3-1,,4/20/05,BARTLETT CR,Creek,,NC 226,9595,35.83111111,-82.09722222,McDowell,CTB,30,3050101,MT,Qual 4,0.3,13.4,46,7.1,8.9,4,11,13,5,15,3,4,7,4,1,67
9596,CB5,11-24-14-10-1,,4/20/05,BUCHANAN CR,Creek,,NC 226,9596,35.83083333,-82.07944444,McDowell,CTB,30,3050101,MT,Qual 4,1.1,13.8,61,7.1,8.8,5,17,13,10,14,7,7,9,5,3,90
9597,CB49,11/19/08,,4/21/05,REEDY BR,Branch,,NC 80,9597,35.73277778,-82.10972222,McDowell,CTB,30,3050101,MT,Qual 4,0.9,11.7,16,6.4,8.7,5,18,14,5,16,6,6,8,5,5,88
9598,CB52,11/19/02,,4/21/05,SINGE CAT BR,Branch,,NC 80,9598,35.75388889,-82.14833333,McDowell,CTB,30,3050101,MT,Qual 4,0.71,12.7,23,7.2,8.7,5,17,14,8,16,7,7,10,4,5,93
9599,EB157,6-54-3-3,,4/21/05,UT BARNETT BR,Branch,,FSR 1206,9599,35.36805556,-82.77083333,Transylvania,FRB,3,6010105,MT,Qual 4,0.5,12.8,11,7,8.1,5,17,10,4,15,7,7,10,5,5,85
9600,EB158,6-34-12-3,,4/22/05,BIG BEARPEN BR,Branch,,FR 475B,9600,35.31694444,-82.80527778,Transylvania,FRB,3,6010105,MT,Qual 4,0.74,11.7,12,7,8.3,5,18,13,6,16,7,7,10,5,4,91
9601,EB165,6-34-12-3-1,,4/22/05,LOG HOLLOW BR,Branch,,FSR 475B,9601,35.32194444,-82.80277778,Transylvania,FRB,3,6010105,MT,Qual 4,0.8,12,10,7.1,8.4,5,19,15,6,16,7,7,9,5,5,94
8413,CB196,11-129-5-7,,4/17/01,PINCH GUT CR,Creek,Riverine,SR 2007,8413,35.58611111,-81.22555556,Catawba,CTB,35,3050102,P,Full Scale,24.1808,15,63,7.3,8.5,5,16,3,6,7,4,4,10,1,3,59
8241,JB50,27-34-6a,,12/12/00,ROCKY BR,Branch,Riverine,NR PULLEN RD,8241,35.78083333,-78.66972222,Wake,NEU,2,3020201,P,Qual 4,0.97,0,0,0,0,,,,,,,,,,,
3687,BB320,16-37,,10/9/85,POKEBERRY CR,Creek,Riverine,SR 1711,3687,35.77416667,-79.12,Chatham,CPF,4,3030002,P,Full Scale,11.5,0,0,0,0,,,,,,,,,,,
3966,BB320,16-37,,12/10/86,POKEBERRY CR,Creek,Riverine,SR 1711,3966,35.77416667,-79.12,Chatham,CPF,4,3030002,P,Full Scale,11.5,0,0,0,0,,,,,,,,,,,
6071,BB320,16-37,,2/8/93,POKEBERRY CR,Creek,Riverine,SR 1711,6071,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,0,0,0,0,,,,,,,,,,,
11697,JB50,27-34-6a,,11/19/13,ROCKY BR,Branch,Riverine,"NR PULLEN RD (OLD), OFF WESTERN (2013)",,35.78083333,-78.66972222,Wake,NEU,2,3020201,P,Qual 4,0.97,12,173,6,7.3,4,16,3,8,3,7,5,10,5,4,65
7479,BB320,16-37,,2/2/98,POKEBERRY CR,Creek,Riverine,SR 1711,7479,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,0,0,0,0,5,17,8,10,12,6,6,10,5,5,84
11695,JB48,27-34-6a,,11/19/13,ROCKY BR,Branch,Riverine,SR 1012,,35.78415,-78.676573,Wake,NEU,,3020201,P,Qual 4,0.6,13,142,6,4.2,5,16,8,8,3,6,5,10,4,4,69
11338,QB553,,,4/19/12,GLADYS FK,Fork,Riverine,SR 1135,,36.10609,-81.36613,Wilkes,YAD,1,3040101,P,Qual 4,2.2,15,54.2,6,9.9,5,16,8,5,14,4,5,10,5,4,76
12347,JB48,,,3/28/18,ROCKY BR,Branch,Riverine,SR 1012,,35.78415,-78.676573,Wake,NEU,,3020201,P,Qual 4,0.6,14.4,159,6,8.3,2,7,12,8,3,5,5,10,5,5,62
9061,BB320,16-37,,3/5/03,POKEBERRY CR,Creek,Riverine,SR 1711,9061,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,10,61,7.6,12,5,15,12,10,7,4,4,10,4,4,75
9198,BB320,16-37,,7/15/03,POKEBERRY CR,Creek,Riverine,SR 1711,9198,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,26,86,0,7.8,5,14,15,10,14,4,5,10,5,5,87
10592,BB320,16-37,,3/19/09,POKEBERRY CR,Creek,Riverine,SR 1711,10592,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,10.5,70.8,6,11.6,5,17,12,5,16,2,6,7,5,5,80
10511,BB376,17-43-(8)b1,,7/23/08,ROCKY R,River,Riverine,SR 2170,10511,35.69916667,-79.37638889,Chatham,CPF,12,3030003,P,Full Scale,95.3,25.8,621,6.8,5.3,5,18,13,6,9,7,7,4,5,5,79
11589,BB320,16-37,,6/4/13,POKEBERRY CR,Creek,Riverine,SR 1711,,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,23.1,108.1,6.8,7.9,5,12,12,8,14,6,5,10,5,4,81
9617,NB33,22-13-(2),,5/19/05,INDIAN CR,Creek,,SR 1001,9617,36.4125,-80.25333333,Stokes,ROA,1,3010103,MT,Qual 4,1.7,15.1,14,6.4,9,5,18,13,6,16,7,7,10,5,5,92
12352,BB320,,,4/26/18,POKEBERRY CR,Creek,Riverine,SR 1711,,35.77416667,-79.12,Chatham,CPF,4,3030002,P,EPT,11.5,16.3,92,6.3,9.3,5,18,14,5,14,4,7,10,5,5,87
8240,JB48,27-34-6a,,12/12/00,ROCKY BR,Branch,Riverine,DAN ALLEN DR,8240,35.78444444,-78.6775,Wake,NEU,2,3020201,P,Qual 4,0.59,0,0,0,0,,,,,,,,,,,
8239,JB49,27-34-6a,,12/12/00,ROCKY BR,Branch,Riverine,GORMAN ST,8239,35.78638889,-78.67777778,Wake,NEU,2,3020201,P,Qual 4,0.5,0,0,0,0,,,,,,,,,,,
9760,JB30,27-20.5-(2)ut1,,1/20/06,UT FALLS LAKE,,Freshwater Forested/Shrub Wetland,BENTHAM DR,9760,35.91527778,-78.61166667,Wake,NEU,1,3020201,P,Qual 4,0.97,8.1,91,6.2,12,,,,,,,,,,,
6098,BB147,17-11-(1)b,,2/17/93,POLECAT CR,Creek,Riverine,SR 2113,6098,35.86027778,-79.76916667,Randolph,CPF,9,3030003,P,EPT,31.7,0,0,0,0,,,,,,,,,,,
11675,BB376,17-43-(8)b1,,9/24/13,ROCKY R,River,Riverine,SR 2170,,35.69916667,-79.37638889,Chatham,CPF,12,3030003,P,Full Scale,95.3,20.2,342,7,6.9,5,16,15,8,10,5,6,7,5,5,82
11696,JB338,,,11/19/13,ROCKY BR,Branch,Riverine,"SITE 1, SR1012",,35.789629,-78.685255,Wake,NEU,,3020201,P,Qual 4,0.36,12,146,5.7,6.3,4,16,12,8,14,6,5,10,3,3,81
7489,BB147,17-11-(1)b,,2/10/98,POLECAT CR,Creek,Riverine,SR 2113,7489,35.86027778,-79.76916667,Randolph,CPF,9,3030003,P,EPT,31.7,0,0,0,0,5,18,3,6,3,3,3,10,6,2,59
5385,BB145,17-11-(1)a,,7/18/90,POLECAT CR,Creek,Riverine,SR 1007,5385,35.95972222,-79.81111111,Guilford,CPF,9,3030003,P,Full Scale,3.2953,0,0,0,0,,,,,,,,,,,
9627,QB414,13-39-5,,5/17/05,BONES FK CR,Creek,,OFF MCDONALD CHURCH RD,9627,35.03805556,-79.61555556,Richmond,YAD,16,3040201,CA,Qual 4,2.2,22,14,4.8,7,15,13,6,4,0,10,10,10,5,5,78
9863,CB197,11-129-3-(0.7),,5/3/06,POTT CR,Creek,Riverine,SR 1217,9863,35.55194444,-81.31888889,Lincoln,CTB,35,3050102,P,Full Scale,20.4,14.2,36,7,9,4,7,4,10,10,6,6,10,5,5,67
12355,BB376,,,5/1/18,ROCKY R,River,Riverine,SR 2170,,35.69916667,-79.37638889,Chatham,CPF,12,3030003,P,Full Scale,95.3,15,119.6,6.7,8.3,5,16,10,6,10,6,7,4,4,5,73
8983,JB31,27-20.5-(3),,8/29/02,UT FALLS LAKE,,Riverine,SR 2002,8983,35.92444444,-78.60388889,Wake,NEU,1,3020201,P,Qual 5,1.57,24,227,0,0,5,20,14,10,14,6,6,10,5,5,95
9631,JB31,27-20.5-(3),,8/15/05,UT FALLS LAKE,,Riverine,SR 2002,9631,35.92444444,-78.60388889,Wake,NEU,1,3020201,P,Qual 4,1.57,29.5,165,6.94,6.6,,,,,,,,,,,
9633,DB14,25c,,8/22/05,CHOWAN R,River,,US 17,9633,36.05944444,-76.6875,Chowan,CHO,4,3010203,CB,Boat,4920,30.9,400,6.9,5.6,15,15,7,0,0,10,10,8,5,5,75
9634,DB8,25-14,,8/22/05,WICCACON R,River,,NC 45,9634,36.31916667,-76.83055556,Hertford,CHO,1,3010203,CB,Boat,265,29,106,7.2,2.8,15,15,4,4,0,10,10,2,5,5,70
9635,CB4,11-24-14-2,,6/21/05,BEE ROCK CR,Creek,,SR 1443,9635,35.79416667,-82.12833333,McDowell,CTB,30,3050101,MT,Qual 4,1.6,14.1,21.3,6.5,6.4,4,15,15,9,15,7,6,8,5,3,87
9636,CB50,11-24-14-6,,6/21/05,ROSES CR,Creek,,SR 1443,9636,35.80305556,-82.09638889,McDowell,CTB,30,3050101,MT,Qual 4,1.8,15.5,23,6.2,6,4,16,10,9,15,6,7,9,3,5,84
9637,CB52,11/19/02,,6/22/05,SINGE CAT BR,Branch,,NC 80,9637,35.75388889,-82.14833333,McDowell,CTB,30,3050101,MT,Qual 4,0.71,14.1,24,6.7,6.9,5,20,14,6,16,7,7,10,5,5,95
9638,CB49,11/19/08,,6/22/05,REEDY BR,Branch,,NC 80,9638,35.73277778,-82.10972222,McDowell,CTB,30,3050101,MT,Qual 4,0.9,15.2,18,6.8,6.78,4,16,14,8,16,7,7,8,5,5,90
9639,CB3,11-24-14-10-3-1,,6/2/05,BARTLETT CR,Creek,,NC 226,9639,35.83111111,-82.09722222,McDowell,CTB,30,3050101,MT,Qual 4,0.3,15,45,6.7,6.7,4,15,13,9,14,7,6,9,5,2,84
9691,AB41,9-53-6,,7/14/05,POTTS CR,Creek,Riverine,SR 1001,9691,35.27861111,-81.425,Cleveland,BRD,5,3050105,P,EPT,9.3,21.2,70,6.6,9.5,4,15,10,5,15,6,6,9,4,4,78
5002,BB192,17-43-(8)a,,8/1/89,ROCKY R,River,Riverine,US 64,5002,35.735322,-79.423414,Chatham,CPF,12,3030003,P,Full Scale,69.4,0,0,0,0,,,,,,,,,,,
6147,BB92,16-41-2-3-(0.5),,4/1/93,PRITCHARDS MILL CR,Creek,Freshwater Forested/Shrub Wetland,DAMASCUS RD,6147,35.87083333,-79.11666667,Orange,CPF,6,3030002,P,EPT,1.57,0,0,0,0,,,,,,,,,,,
10727,QB512,12-31-1-8-(2),,8/31/09,PURLEAR CR,Creek,Riverine,SR 1304,10727,36.18173,-81.29169,Wilkes,YAD,1,3040101,P,EPT,3.5,19.6,47,6.3,8.1,0,0,0,0,0,0,0,0,0,0,63
6312,BB192,17-43-(8)a,,7/27/93,ROCKY R,River,Riverine,US 64,6312,35.735322,-79.423414,Chatham,CPF,12,3030003,P,Full Scale,69.4,0,0,0,0,,,,,,,,,,,
7311,BB192,17-43-(8)a,,6/27/97,ROCKY R,River,Riverine,US 64,7311,35.735322,-79.423414,Chatham,CPF,12,3030003,P,Full Scale,69.4,25,90,0,0,,,,,,,,,,,
9973,,,,8/2/06,RABON CR,Creek,N/A,SR 54,9973,34.38277778,-82.10194444,"Laurens, SC",,0,,P,Full Scale,0,28.1,75,6.3,5.7,,,,,,,,,,,
7650,BB192,17-43-(8)a,,7/9/98,ROCKY R,River,Riverine,US 64,7650,35.735322,-79.423414,Chatham,CPF,12,3030003,P,Full Scale,69.4,29,99,6.8,5.2,5,19,12,6,7,7,7,7,4,5,79
9201,BB192,17-43-(8)a,,7/21/03,ROCKY R,River,Riverine,US 64,9201,35.735322,-79.423414,Chatham,CPF,12,3030003,P,Full Scale,69.4,26,81,6.9,5.4,5,14,10,6,14,6,6,7,4,4,76
